a.m.	a.m.
D.C.	d.c.
dr.	dr.
e.g.	e.g.
eg.	eg.
esp.	esp.
est.	est.
etc.	etc.
ft.	ft.
Inc.	inc.
jr.	jr.
Mr.	mr.
Mrs.	mrs.
Ms.	ms.
i.e.	i.e.
ie.	ie.
p.m.	p.m.
rep.	rep.
s.t.	s.t.
st.	st.
U.K.	u.k.
U.S.	u.s.
vs.	vs.
w.r.t.	w.r.t.
www.	www.
